CustomerID,CustomerName,Product,CreditTier,FICO,LoanBalance,CurrentRate,LoanTermMonths,MonthsRemaining,OriginationDate,LastPaymentDate,MissedPayments,State,RelationshipMgr
CUST-00186,Raj Garcia,Business Banking,High Risk Business,594,1146652.6,13.1,84,77,2020-01-21,2026-05-24,0,IA,James Okafor
CUST-00187,Robert Thomas,Direct Auto,Tier 4 - Poor,597,37138.13,11.04,48,6,2025-11-11,2026-05-12,0,KY,Sarah Mitchell
CUST-00188,Barbara Perez,Indirect Auto,Tier 1 - Super Prime,795,17533.35,5.27,60,22,2024-08-09,2026-05-25,1,IA,Marcus Webb
CUST-00189,Lisa Nguyen,Indirect Auto,Tier 1 - Super Prime,753,59907.59,5.78,60,52,2022-02-07,2026-05-14,0,VA,Sarah Mitchell
CUST-00190,Priya Baker,Business Banking,Standard Business,699,242286.05,10.68,120,66,2020-12-18,2026-05-02,0,TX,Sarah Mitchell
CUST-00191,Sarah Roberts,Indirect Auto,Tier 4 - Sub Prime,624,5973.19,11.38,72,40,2023-02-06,2026-05-24,0,MO,Anita Patel
CUST-00192,Omar Taylor,Direct Auto,Tier 1 - Excellent,800,62990.5,5.36,72,61,2021-05-02,2026-05-20,0,IA,Sarah Mitchell
CUST-00193,Thomas Jones,Indirect Auto,Tier 1 - Super Prime,818,7029.43,5.42,36,6,2025-11-19,2026-05-27,0,SC,Marcus Webb
CUST-00194,Yuki Roberts,Indirect Auto,Tier 3 - Near Prime,661,35343.98,8.53,60,6,2025-11-11,2026-05-02,0,CA,Linda Cho
CUST-00195,Carlos Taylor,Business Banking,High Risk Business,583,82615.99,13.1,120,41,2023-01-08,2026-05-31,0,NY,Linda Cho
CUST-00196,Wei Mitchell,Indirect Auto,Tier 3 - Near Prime,673,16515.92,8.72,60,55,2021-10-29,2026-05-19,0,MD,Marcus Webb
CUST-00197,Linda Smith,Indirect Auto,Tier 2 - Prime,703,46042.5,6.67,36,5,2025-12-20,2026-05-19,0,SC,Marcus Webb
CUST-00198,David Moore,Indirect Auto,Tier 1 - Super Prime,805,55719.79,5.26,60,39,2023-03-15,2026-05-03,0,OH,Sarah Mitchell
CUST-00199,David Taylor,Business Banking,High Risk Business,649,140795.84,12.81,60,49,2022-04-24,2026-05-14,0,IA,Anita Patel
CUST-00200,Chen Ali,Indirect Auto,Tier 3 - Near Prime,656,40222.17,8.77,72,12,2025-05-18,2026-05-24,0,WA,Marcus Webb
CUST-00201,Wei Sharma,Indirect Auto,Tier 1 - Super Prime,806,49727.39,5.92,60,6,2025-11-25,2026-05-05,0,CA,Anita Patel
CUST-00202,Patricia Chen,Business Banking,Standard Business,705,494869.86,10.93,120,54,2021-12-02,2026-05-13,0,KY,Marcus Webb
CUST-00203,James Singh,Indirect Auto,Tier 5 - Deep Sub,592,21078.32,14.44,72,22,2024-07-30,2026-05-20,0,MA,Anita Patel
CUST-00204,Maria Garcia,Direct Auto,Tier 4 - Poor,602,12950.42,10.9,48,30,2023-11-26,2026-05-15,0,VA,Sarah Mitchell
CUST-00205,Sarah Anderson,Indirect Auto,Tier 2 - Prime,716,56823.09,6.43,36,21,2024-08-15,2026-05-29,0,MN,James Okafor
CUST-00206,Lisa Perez,Indirect Auto,Tier 4 - Sub Prime,621,21135.14,11.38,60,34,2023-08-10,2026-05-18,0,KY,Linda Cho
CUST-00207,Wei Ali,Direct Auto,Tier 3 - Fair,678,61653.34,8.4,72,28,2024-02-07,2026-05-22,0,OR,Sarah Mitchell
CUST-00208,William Singh,Business Banking,Prime Business,785,1731286.71,9.68,84,48,2022-05-26,2026-05-04,0,NJ,Sarah Mitchell
CUST-00209,Sarah Sharma,Indirect Auto,Tier 1 - Super Prime,795,23851.0,5.77,72,43,2022-10-27,2026-05-11,0,WA,Anita Patel
CUST-00210,Maria Mitchell,Business Banking,Standard Business,673,272081.26,10.81,120,31,2023-10-27,2026-05-26,0,SC,Marcus Webb
CUST-00211,Omar Martinez,Business Banking,Prime Business,784,618095.86,9.39,120,14,2025-03-12,2026-05-06,0,CO,Anita Patel
CUST-00212,Sofia Baker,Indirect Auto,Tier 3 - Near Prime,679,44519.78,8.93,72,51,2022-03-04,2026-05-16,0,MO,Linda Cho
CUST-00213,Wei Ali,Direct Auto,Tier 4 - Poor,593,11562.17,10.74,48,45,2022-09-14,2026-05-11,0,KY,James Okafor
CUST-00214,Thomas Carter,Indirect Auto,Tier 5 - Deep Sub,555,10916.39,14.43,48,35,2023-06-29,2026-05-13,0,VA,James Okafor
CUST-00215,Ana Garcia,Business Banking,Prime Business,777,1375133.2,9.89,120,70,2020-08-30,2026-05-16,0,NY,Marcus Webb
CUST-00216,Fatima Sharma,Direct Auto,Tier 2 - Good,709,25584.0,5.88,48,36,2023-06-01,2026-05-28,0,FL,Anita Patel
CUST-00217,Sarah Taylor,Indirect Auto,Tier 4 - Sub Prime,608,6355.11,11.41,60,44,2022-09-24,2026-05-26,1,MO,Marcus Webb
CUST-00218,Wei Johnson,Direct Auto,Tier 1 - Excellent,768,62507.76,5.02,48,28,2024-02-06,2026-05-11,0,AL,Sarah Mitchell
CUST-00219,Robert Miller,Indirect Auto,Tier 1 - Super Prime,780,40532.19,5.46,72,3,2026-02-24,2026-05-23,0,KY,Sarah Mitchell
CUST-00220,Priya Green,Indirect Auto,Tier 2 - Prime,737,24559.09,6.54,72,17,2024-12-10,2026-05-16,0,WI,James Okafor
CUST-00221,Patricia Martinez,Indirect Auto,Tier 2 - Prime,728,26119.1,6.13,72,25,2024-04-19,2026-05-06,0,NJ,Linda Cho
CUST-00222,Chen Nelson,Indirect Auto,Tier 2 - Prime,706,12016.93,6.63,60,47,2022-07-09,2026-05-18,0,PA,James Okafor
CUST-00223,Aisha Smith,Indirect Auto,Tier 4 - Sub Prime,635,34378.52,11.25,48,14,2025-03-23,2026-05-12,0,TN,Marcus Webb
CUST-00224,Omar Anderson,Indirect Auto,Tier 2 - Prime,746,62829.75,6.23,72,55,2021-11-10,2026-05-09,0,FL,Sarah Mitchell
CUST-00225,Omar Davis,Indirect Auto,Tier 3 - Near Prime,662,22525.39,8.59,60,17,2025-01-01,2026-05-07,0,MD,Linda Cho
CUST-00226,Sarah Singh,Direct Auto,Tier 2 - Good,737,37522.6,5.83,36,31,2023-10-31,2026-05-28,0,OK,Linda Cho
CUST-00227,Jessica Lopez,Business Banking,High Risk Business,647,729725.1,12.85,60,34,2023-08-12,2026-05-07,0,OK,Sarah Mitchell
CUST-00228,Karen Anderson,Business Banking,High Risk Business,622,1251494.84,13.34,60,58,2021-08-24,2026-05-13,0,NJ,Anita Patel
CUST-00229,Karen Martinez,Direct Auto,Tier 3 - Fair,686,62143.84,8.02,36,11,2025-06-10,2026-05-18,1,SC,Marcus Webb
CUST-00230,Ana Green,Indirect Auto,Tier 4 - Sub Prime,624,47683.69,11.2,48,46,2022-08-16,2026-05-13,0,MA,Linda Cho
CUST-00231,Priya Smith,Indirect Auto,Tier 1 - Super Prime,756,35936.81,5.29,60,47,2022-07-10,2026-05-17,2,OK,Linda Cho
CUST-00232,Jessica Roberts,Business Banking,Prime Business,742,1345080.45,9.4,84,14,2025-03-25,2026-05-25,2,NC,Anita Patel
CUST-00233,Linda Williams,Direct Auto,Tier 2 - Good,722,37838.63,5.6,48,39,2023-02-21,2026-05-21,1,NY,James Okafor
CUST-00234,William Singh,Indirect Auto,Tier 4 - Sub Prime,613,60765.97,11.15,48,31,2023-10-14,2026-05-18,0,PA,Anita Patel
CUST-00235,Lisa Moore,Indirect Auto,Tier 2 - Prime,734,20023.36,6.06,60,45,2022-09-14,2026-05-30,0,AZ,Linda Cho
CUST-00236,James Ali,Indirect Auto,Tier 5 - Deep Sub,550,17805.27,14.54,36,11,2025-06-19,2026-05-10,0,OR,Linda Cho
CUST-00237,Priya Scott,Business Banking,Prime Business,757,307741.54,9.71,60,20,2024-09-15,2026-05-06,0,CT,Anita Patel
CUST-00238,James Anderson,Indirect Auto,Tier 2 - Prime,745,51407.63,6.0,48,44,2022-10-15,2026-05-29,0,MA,Anita Patel
CUST-00239,Chen Lopez,Indirect Auto,Tier 4 - Sub Prime,627,60193.65,11.42,72,30,2023-12-10,2026-05-27,0,AZ,Anita Patel
CUST-00240,Maria Singh,Indirect Auto,Tier 3 - Near Prime,676,21618.06,8.57,36,18,2024-11-18,2026-05-08,0,OH,Sarah Mitchell
CUST-00241,Robert Smith,Indirect Auto,Tier 1 - Super Prime,750,22732.52,5.62,36,18,2024-12-04,2026-05-24,0,VA,Anita Patel
CUST-00242,Robert Johnson,Indirect Auto,Tier 2 - Prime,748,56648.84,6.33,72,49,2022-05-17,2026-05-07,0,MD,Linda Cho
CUST-00243,Ana Nelson,Indirect Auto,Tier 3 - Near Prime,684,17944.58,8.61,36,28,2024-01-22,2026-05-09,0,SC,James Okafor
CUST-00244,Priya Adams,Indirect Auto,Tier 4 - Sub Prime,628,21648.06,11.11,60,8,2025-09-27,2026-05-06,0,MD,Linda Cho
CUST-00245,Linda Singh,Direct Auto,Tier 1 - Excellent,773,48797.5,5.31,48,6,2025-11-03,2026-05-18,0,MN,Marcus Webb
CUST-00246,Charles Anderson,Indirect Auto,Tier 5 - Deep Sub,556,47474.04,14.62,36,13,2025-04-25,2026-05-15,0,VA,Marcus Webb
CUST-00247,Robert Roberts,Direct Auto,Tier 4 - Poor,610,51285.82,10.63,36,24,2024-06-02,2026-05-15,0,MA,Sarah Mitchell
CUST-00248,Barbara Moore,Direct Auto,Tier 4 - Poor,578,34976.6,11.12,48,26,2024-03-18,2026-05-28,1,AL,Sarah Mitchell
CUST-00249,Susan Williams,Indirect Auto,Tier 5 - Deep Sub,572,56521.34,14.96,36,18,2024-11-26,2026-05-19,1,MO,James Okafor
CUST-00250,Linda Taylor,Indirect Auto,Tier 2 - Prime,714,19895.79,6.12,60,20,2024-09-20,2026-05-20,0,GA,Sarah Mitchell
CUST-00251,Ivan Smith,Indirect Auto,Tier 1 - Super Prime,755,9135.59,5.41,72,39,2023-03-09,2026-05-21,0,VA,Marcus Webb
CUST-00252,Sarah Wilson,Direct Auto,Tier 2 - Good,705,49374.56,5.96,48,32,2023-09-29,2026-05-07,0,CA,James Okafor
CUST-00253,Lisa Miller,Indirect Auto,Tier 3 - Near Prime,669,37492.71,8.99,36,24,2024-05-20,2026-05-19,0,OH,Sarah Mitchell
CUST-00254,Luca Baker,Indirect Auto,Tier 1 - Super Prime,764,34521.73,5.46,36,12,2025-06-03,2026-05-30,1,SC,Anita Patel
CUST-00255,Linda Nelson,Business Banking,Prime Business,771,215559.71,9.9,60,38,2023-03-22,2026-05-19,0,MN,Marcus Webb
CUST-00256,Fatima Kim,Indirect Auto,Tier 3 - Near Prime,699,20659.46,8.7,60,54,2021-11-27,2026-05-08,0,GA,Linda Cho
CUST-00257,Barbara Lopez,Indirect Auto,Tier 4 - Sub Prime,619,51796.22,11.41,36,12,2025-05-22,2026-05-17,0,LA,Marcus Webb
CUST-00258,David Hernandez,Business Banking,Standard Business,658,953525.86,11.13,60,11,2025-06-14,2026-05-22,0,OR,Anita Patel
CUST-00259,Susan Johnson,Indirect Auto,Tier 5 - Deep Sub,596,47669.44,14.6,60,28,2024-01-21,2026-05-22,0,WA,James Okafor
CUST-00260,William Thomas,Indirect Auto,Tier 5 - Deep Sub,598,32722.59,14.98,48,10,2025-07-09,2026-05-07,2,OR,James Okafor
CUST-00261,Fatima Martinez,Direct Auto,Tier 4 - Poor,593,39939.43,11.18,60,55,2021-11-21,2026-05-25,1,FL,Anita Patel
CUST-00262,Omar Johnson,Indirect Auto,Tier 5 - Deep Sub,571,61536.84,14.3,36,13,2025-04-23,2026-05-05,0,WA,James Okafor
CUST-00263,Sarah Chen,Indirect Auto,Tier 2 - Prime,731,17882.97,6.53,48,20,2024-09-10,2026-05-27,0,TN,James Okafor
CUST-00264,Sarah Johnson,Business Banking,High Risk Business,595,221057.02,13.19,84,23,2024-06-20,2026-05-03,0,WA,Anita Patel
CUST-00265,Priya Moore,Business Banking,Standard Business,719,1573798.46,10.87,84,78,2019-12-22,2026-05-23,0,CA,Anita Patel
CUST-00266,Linda Moore,Indirect Auto,Tier 1 - Super Prime,791,36765.94,5.91,48,13,2025-04-15,2026-05-24,0,MD,James Okafor
CUST-00267,Aisha Wilson,Direct Auto,Tier 4 - Poor,638,15566.02,10.69,60,54,2021-12-12,2026-05-02,0,MD,Marcus Webb
CUST-00268,Luca Perez,Business Banking,Standard Business,718,652653.49,11.18,84,10,2025-07-28,2026-05-12,0,CA,Anita Patel
CUST-00269,Jennifer Davis,Indirect Auto,Tier 4 - Sub Prime,616,25445.54,11.45,48,23,2024-07-06,2026-05-13,0,OK,Sarah Mitchell
CUST-00270,Carlos Roberts,Direct Auto,Tier 4 - Poor,587,27415.45,10.99,72,15,2025-02-25,2026-05-27,2,CO,Anita Patel
CUST-00271,James Adams,Indirect Auto,Tier 2 - Prime,732,18394.23,6.51,48,27,2024-02-19,2026-05-22,0,OK,Sarah Mitchell
CUST-00272,Robert Patel,Indirect Auto,Tier 4 - Sub Prime,643,41143.32,11.07,48,43,2022-10-20,2026-05-16,0,VA,Anita Patel
CUST-00273,Aisha Nguyen,Indirect Auto,Tier 5 - Deep Sub,595,54299.71,14.98,60,31,2023-11-07,2026-05-24,0,KY,Linda Cho
CUST-00274,Chen Miller,Indirect Auto,Tier 5 - Deep Sub,574,28156.23,14.33,72,24,2024-05-26,2026-05-03,0,OR,James Okafor
CUST-00275,Raj Anderson,Indirect Auto,Tier 4 - Sub Prime,633,32077.25,11.47,36,21,2024-08-31,2026-05-01,0,CT,James Okafor
CUST-00276,Maria Nelson,Indirect Auto,Tier 5 - Deep Sub,588,37822.78,14.54,36,24,2024-05-22,2026-05-03,0,CO,Marcus Webb
CUST-00277,Charles Chen,Business Banking,High Risk Business,620,154433.7,12.77,84,32,2023-10-01,2026-05-09,0,MI,Marcus Webb
CUST-00278,Yuki Thomas,Indirect Auto,Tier 5 - Deep Sub,575,28574.13,14.95,72,22,2024-08-09,2026-05-18,0,NY,Linda Cho
CUST-00279,Omar Nguyen,Indirect Auto,Tier 4 - Sub Prime,637,43291.44,10.86,36,33,2023-09-05,2026-05-06,0,FL,Sarah Mitchell
CUST-00280,Charles Moore,Business Banking,High Risk Business,627,773490.02,13.36,84,53,2022-01-21,2026-05-23,0,OR,Anita Patel
CUST-00281,Thomas Brown,Indirect Auto,Tier 4 - Sub Prime,627,50134.11,10.99,36,8,2025-09-08,2026-05-14,0,OR,James Okafor
CUST-00282,David Wilson,Business Banking,Standard Business,717,1389782.47,10.59,84,79,2019-11-19,2026-05-22,0,NY,James Okafor
CUST-00283,Jennifer Nguyen,Indirect Auto,Tier 4 - Sub Prime,635,63329.89,11.46,48,11,2025-07-03,2026-05-10,0,NJ,Linda Cho
CUST-00284,Luca Baker,Indirect Auto,Tier 2 - Prime,748,38381.85,6.53,60,57,2021-09-10,2026-05-02,1,NY,James Okafor
CUST-00285,Aisha Baker,Indirect Auto,Tier 4 - Sub Prime,625,38995.64,11.07,36,9,2025-08-31,2026-05-06,0,NC,James Okafor
CUST-00286,Wei Williams,Business Banking,Prime Business,726,1237476.2,9.79,60,17,2025-01-02,2026-05-12,0,WA,Anita Patel
CUST-00287,Karen Roberts,Indirect Auto,Tier 5 - Deep Sub,575,49744.99,14.97,60,26,2024-03-16,2026-05-06,0,OK,Linda Cho
CUST-00288,Joseph Carter,Indirect Auto,Tier 4 - Sub Prime,618,23028.83,11.29,72,44,2022-10-06,2026-05-12,0,OH,James Okafor
CUST-00289,Sofia Adams,Business Banking,Prime Business,774,1057177.77,9.61,84,13,2025-05-01,2026-05-29,0,IL,Sarah Mitchell
CUST-00290,Joseph Kim,Indirect Auto,Tier 4 - Sub Prime,638,16565.81,11.3,48,6,2025-11-18,2026-05-30,1,VA,James Okafor
CUST-00291,Yuki Lopez,Business Banking,Prime Business,742,1849993.46,9.82,120,9,2025-08-19,2026-05-12,0,VA,Marcus Webb
CUST-00292,Thomas Moore,Direct Auto,Tier 4 - Poor,596,22104.16,11.12,72,9,2025-08-16,2026-05-07,2,MN,Marcus Webb
CUST-00293,James Moore,Direct Auto,Tier 1 - Excellent,759,35796.87,4.81,36,33,2023-08-25,2026-05-26,0,NC,Sarah Mitchell
CUST-00294,Luca Adams,Direct Auto,Tier 3 - Fair,690,30428.41,8.4,72,47,2022-07-15,2026-05-17,0,MD,Linda Cho
CUST-00295,Michael Perez,Indirect Auto,Tier 1 - Super Prime,811,64965.76,5.5,60,38,2023-03-29,2026-05-22,0,FL,Anita Patel
CUST-00296,Jennifer Patel,Direct Auto,Tier 2 - Good,716,56689.5,5.71,60,44,2022-09-21,2026-05-11,0,CT,Linda Cho
CUST-00297,Ana Adams,Business Banking,Prime Business,749,673192.19,9.98,60,52,2022-02-06,2026-05-22,0,WA,Linda Cho
CUST-00298,Aisha Singh,Indirect Auto,Tier 2 - Prime,725,48592.99,6.34,48,46,2022-07-26,2026-05-16,1,OK,Marcus Webb
CUST-00299,Raj Garcia,Indirect Auto,Tier 2 - Prime,700,10856.18,6.2,48,19,2024-10-21,2026-05-07,1,GA,Anita Patel
CUST-00300,Yuki Brown,Indirect Auto,Tier 2 - Prime,707,30228.35,6.54,60,26,2024-04-02,2026-05-17,1,OK,Sarah Mitchell
CUST-00301,Jennifer Martinez,Indirect Auto,Tier 1 - Super Prime,791,58365.56,5.59,36,27,2024-02-28,2026-05-30,1,OH,Anita Patel
CUST-00302,Omar Ali,Business Banking,Prime Business,725,1791047.99,9.76,84,24,2024-05-19,2026-05-26,0,CO,Marcus Webb
CUST-00303,Omar Garcia,Direct Auto,Tier 4 - Poor,579,5282.81,10.67,60,16,2025-01-31,2026-05-13,0,IL,Sarah Mitchell
CUST-00304,Mohammed Smith,Business Banking,Prime Business,742,887348.96,9.71,84,67,2020-11-27,2026-05-14,0,CT,Anita Patel
CUST-00305,Chen Singh,Indirect Auto,Tier 5 - Deep Sub,559,45604.89,14.47,48,17,2024-12-26,2026-05-22,0,PA,Linda Cho
CUST-00306,William Ali,Indirect Auto,Tier 2 - Prime,702,61907.8,6.29,72,69,2020-09-19,2026-05-18,1,CT,James Okafor
CUST-00307,Maria Anderson,Direct Auto,Tier 4 - Poor,646,14893.01,11.07,72,5,2025-12-09,2026-05-27,0,NY,Anita Patel
CUST-00308,Michael Johnson,Indirect Auto,Tier 2 - Prime,742,57592.65,6.34,60,52,2022-02-20,2026-05-12,2,TX,Linda Cho
CUST-00309,James Singh,Business Banking,Standard Business,693,791494.84,10.89,120,38,2023-04-13,2026-05-25,0,AZ,Linda Cho
CUST-00310,Michael Roberts,Direct Auto,Tier 4 - Poor,620,30129.55,10.7,36,35,2023-07-13,2026-05-22,0,OH,Sarah Mitchell
CUST-00311,Omar Hernandez,Indirect Auto,Tier 3 - Near Prime,684,54889.93,8.46,48,25,2024-05-02,2026-05-26,0,SC,James Okafor
CUST-00312,Patricia Jones,Direct Auto,Tier 3 - Fair,670,5164.28,8.11,36,10,2025-07-14,2026-05-16,0,AL,Linda Cho
CUST-00313,David Chen,Direct Auto,Tier 3 - Fair,668,32405.07,8.39,60,19,2024-11-04,2026-05-05,0,VA,Anita Patel
CUST-00314,Aisha Carter,Business Banking,Prime Business,769,276007.05,9.36,60,6,2025-11-11,2026-05-11,0,WI,Anita Patel
CUST-00315,Chen Perez,Indirect Auto,Tier 2 - Prime,740,53897.86,6.44,48,10,2025-07-05,2026-05-17,0,KY,James Okafor
CUST-00316,Fatima Taylor,Indirect Auto,Tier 4 - Sub Prime,607,12950.69,11.41,36,13,2025-04-07,2026-05-13,0,WI,James Okafor
CUST-00317,David Jones,Direct Auto,Tier 4 - Poor,564,56754.55,10.55,48,33,2023-09-11,2026-05-03,0,NC,Anita Patel
CUST-00318,Michael Nelson,Indirect Auto,Tier 1 - Super Prime,818,51051.72,5.34,48,45,2022-09-03,2026-05-15,0,MN,Marcus Webb
CUST-00319,Linda Smith,Business Banking,Standard Business,668,1344235.76,11.14,120,55,2021-10-28,2026-05-14,1,CO,Marcus Webb
CUST-00320,Karen Brown,Business Banking,Prime Business,798,1016878.11,9.44,60,10,2025-07-25,2026-05-24,0,IN,Marcus Webb
CUST-00321,Omar Carter,Business Banking,Standard Business,683,1643351.45,10.92,60,35,2023-06-28,2026-05-17,0,NJ,Linda Cho
CUST-00322,Patricia Singh,Business Banking,Prime Business,770,1324077.36,9.69,60,31,2023-10-27,2026-05-14,0,CT,Sarah Mitchell
CUST-00323,Yuki Scott,Indirect Auto,Tier 1 - Super Prime,783,62021.31,5.95,60,55,2021-11-16,2026-05-04,0,SC,James Okafor
CUST-00324,Christopher Scott,Indirect Auto,Tier 5 - Deep Sub,599,50559.2,14.73,48,3,2026-02-04,2026-05-11,2,SC,Linda Cho
CUST-00325,Wei Hernandez,Indirect Auto,Tier 4 - Sub Prime,634,34545.33,11.3,72,16,2025-01-30,2026-05-25,0,MA,Marcus Webb
CUST-00326,Sofia Martinez,Direct Auto,Tier 4 - Poor,605,50428.96,10.66,36,10,2025-07-21,2026-05-17,0,TN,Linda Cho
CUST-00327,Susan Martinez,Indirect Auto,Tier 1 - Super Prime,771,55328.97,5.4,72,68,2020-09-30,2026-05-26,0,NY,James Okafor
CUST-00328,Fatima Martinez,Direct Auto,Tier 1 - Excellent,808,57883.43,5.28,72,34,2023-07-16,2026-05-21,2,IL,James Okafor
CUST-00329,William Taylor,Direct Auto,Tier 2 - Good,710,47712.46,6.08,48,15,2025-02-13,2026-05-22,0,IN,Sarah Mitchell
CUST-00330,Carlos Smith,Direct Auto,Tier 4 - Poor,609,50646.5,10.73,72,56,2021-09-26,2026-05-05,0,IN,Linda Cho
CUST-00331,Charles Wilson,Indirect Auto,Tier 2 - Prime,745,13719.6,6.54,36,15,2025-02-10,2026-05-26,2,OR,Linda Cho
CUST-00332,Thomas Green,Direct Auto,Tier 3 - Fair,654,50215.64,8.13,36,25,2024-05-08,2026-05-12,1,GA,Sarah Mitchell
CUST-00333,Linda Smith,Direct Auto,Tier 4 - Poor,574,60589.09,10.52,72,56,2021-10-03,2026-05-21,2,AL,Anita Patel
CUST-00334,Joseph Chen,Indirect Auto,Tier 1 - Super Prime,776,54799.01,5.55,60,51,2022-02-28,2026-05-12,0,MA,Marcus Webb
CUST-00335,Richard Nguyen,Indirect Auto,Tier 4 - Sub Prime,645,62748.51,11.46,36,27,2024-03-04,2026-05-14,0,CA,Anita Patel
CUST-00336,Lisa Roberts,Business Banking,Prime Business,761,1878114.18,9.3,60,15,2025-02-16,2026-05-30,0,KY,Sarah Mitchell
CUST-00337,Sofia Anderson,Direct Auto,Tier 4 - Poor,587,52041.89,11.08,60,36,2023-06-11,2026-05-15,0,AZ,Sarah Mitchell
CUST-00338,Luca Perez,Business Banking,High Risk Business,603,731335.75,13.25,60,48,2022-06-10,2026-05-22,0,MO,Linda Cho
CUST-00339,Barbara Green,Indirect Auto,Tier 2 - Prime,727,31740.03,6.23,48,5,2025-12-22,2026-05-19,1,NC,Sarah Mitchell
CUST-00340,Joseph Sharma,Direct Auto,Tier 4 - Poor,562,59680.16,10.64,60,35,2023-07-02,2026-05-16,0,IN,Linda Cho
CUST-00341,Carlos Miller,Indirect Auto,Tier 4 - Sub Prime,635,63297.73,11.33,36,7,2025-10-13,2026-05-07,0,OH,Sarah Mitchell
CUST-00342,David Garcia,Business Banking,Prime Business,745,1642670.98,9.49,60,53,2022-01-22,2026-05-17,0,FL,Linda Cho
CUST-00343,Priya Johnson,Indirect Auto,Tier 3 - Near Prime,678,38485.05,8.68,48,19,2024-10-24,2026-05-11,0,WA,Linda Cho
CUST-00344,Lisa Garcia,Indirect Auto,Tier 5 - Deep Sub,582,50357.64,14.72,36,7,2025-10-17,2026-05-28,0,MI,James Okafor
CUST-00345,Christopher Wilson,Business Banking,Standard Business,681,1653138.62,11.13,60,36,2023-06-09,2026-05-27,0,MI,Anita Patel
CUST-00346,Aisha Hernandez,Indirect Auto,Tier 4 - Sub Prime,622,12394.11,11.09,36,28,2024-01-12,2026-05-29,0,AZ,Sarah Mitchell
CUST-00347,Linda Mitchell,Indirect Auto,Tier 4 - Sub Prime,632,16039.56,11.4,60,15,2025-02-14,2026-05-06,0,CO,Sarah Mitchell
CUST-00348,Aisha Martinez,Indirect Auto,Tier 3 - Near Prime,698,45301.11,8.84,60,9,2025-08-16,2026-05-16,2,MN,Marcus Webb
CUST-00349,Jennifer Scott,Indirect Auto,Tier 3 - Near Prime,695,42170.95,8.63,48,23,2024-06-30,2026-05-12,0,KY,Anita Patel
CUST-00350,Mohammed Martinez,Business Banking,High Risk Business,623,59422.17,13.33,60,56,2021-10-01,2026-05-11,0,MN,Anita Patel
CUST-00351,Karen Martinez,Business Banking,Standard Business,698,918448.05,10.84,84,68,2020-10-24,2026-05-11,0,CT,Sarah Mitchell
CUST-00352,Wei Hernandez,Indirect Auto,Tier 3 - Near Prime,684,49012.68,8.32,36,7,2025-10-06,2026-05-15,0,IA,Linda Cho
CUST-00353,Christopher Martinez,Direct Auto,Tier 1 - Excellent,791,44234.49,5.2,48,26,2024-03-14,2026-05-07,0,MA,Sarah Mitchell
CUST-00354,Sofia Martinez,Indirect Auto,Tier 1 - Super Prime,753,26831.93,5.35,36,18,2024-11-12,2026-05-12,0,MA,Marcus Webb
CUST-00355,Charles Scott,Indirect Auto,Tier 4 - Sub Prime,624,49155.19,11.46,72,48,2022-05-28,2026-05-16,0,GA,Linda Cho
CUST-00356,Priya Miller,Indirect Auto,Tier 1 - Super Prime,815,59463.57,5.64,60,27,2024-02-27,2026-05-03,0,SC,Sarah Mitchell
CUST-00357,Robert Nguyen,Direct Auto,Tier 3 - Fair,684,39717.89,8.25,48,27,2024-03-01,2026-05-13,0,WA,Marcus Webb
CUST-00358,William Carter,Business Banking,Standard Business,670,1643611.69,10.66,84,68,2020-10-01,2026-05-12,0,PA,Marcus Webb
CUST-00359,Barbara Moore,Indirect Auto,Tier 1 - Super Prime,813,43608.62,5.85,48,12,2025-05-25,2026-05-12,0,AZ,Anita Patel
CUST-00360,Sarah Williams,Indirect Auto,Tier 1 - Super Prime,796,45513.77,5.55,72,29,2023-12-23,2026-05-05,0,IL,Sarah Mitchell
CUST-00361,Wei Johnson,Indirect Auto,Tier 4 - Sub Prime,618,42772.43,11.45,36,12,2025-05-28,2026-05-02,0,CT,Anita Patel
CUST-00362,Susan Nguyen,Indirect Auto,Tier 3 - Near Prime,660,31952.2,8.86,72,64,2021-01-31,2026-05-18,0,PA,Anita Patel
CUST-00363,Sofia Baker,Business Banking,Prime Business,732,1201662.18,9.71,60,30,2023-12-10,2026-05-31,0,OR,Marcus Webb
CUST-00364,James Nelson,Indirect Auto,Tier 4 - Sub Prime,640,33552.15,10.93,36,35,2023-07-14,2026-05-16,0,IN,James Okafor
CUST-00365,Aisha Miller,Direct Auto,Tier 4 - Poor,572,46858.57,10.54,72,32,2023-09-29,2026-05-06,0,AZ,Marcus Webb
CUST-00366,James Smith,Direct Auto,Tier 1 - Excellent,794,50951.53,5.04,36,21,2024-08-22,2026-05-18,0,MD,Sarah Mitchell
CUST-00367,Carlos Nguyen,Indirect Auto,Tier 1 - Super Prime,816,5431.64,5.39,48,47,2022-07-08,2026-05-20,0,NC,Sarah Mitchell
CUST-00368,Yuki Taylor,Business Banking,Prime Business,724,763005.98,9.43,84,56,2021-10-11,2026-05-14,0,VA,Sarah Mitchell
CUST-00369,Barbara Moore,Business Banking,High Risk Business,644,1977591.11,12.92,120,50,2022-04-10,2026-05-08,0,MA,Marcus Webb
CUST-00370,Richard Green,Indirect Auto,Tier 3 - Near Prime,659,35500.61,8.58,60,54,2021-12-01,2026-05-10,0,CO,Linda Cho
